Series Name,"Series Code","Country Name","Country Code","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]"
Mobile cellular subscriptions,"IT.CEL.SETS","Tunisia","TUN","636","953","1239","1974","2269","2709","3185","6500","7656","38998","55258","119165","389208","574334","1917530","3735695","5680726","7339047","7842619","8602164","9797026","11114206","12387656","12843889","12712365","14283633","14595875","14282078","14334080","14769594","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Turkey","TUR","15606","31809","47828","61395","84187","174779","437130","806339","1609809","3506127","8121517","16133405","19572897","23323118","27887535","34707549","43608965","52662700","61975807","65824110","62779554","61769635","65321745","67680547","69661108","71888416","73639261","75061699","77800170","80117999","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Turkmenistan","TKM","0","0","0","0","0","0","0","0","2500","3000","4000","7500","8173","8173","9187","50100","105000","216868","381670","1135150","2132890","3197624","5300000","5900000","6125300","7206100","7842000","8575000","9377000","NA","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Turks and Caicos Islands","TCA","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","9052","19361","25085","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Tuvalu","TUV","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500","1300","1600","1800","NA","1000","1600","2130","2800","3400","3800","6600","7600","8000","NA","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Uganda","UGA","0","0","0","0","0","0","1747","4000","5000","30000","56358","126913","283520","393310","776169","1165035","1315300","2008818","4195278","8554864","9383734","12828264","16696992","16356387","18068648","20365941","20220273","22838486","24948878","24472033","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Ukraine","UKR","0","0","0","0","65","5000","14000","30000","57200","115500","216567","818524","2224600","3692700","6498423","13735000","30013500","49076239","55240400","55681476","54942815","53928830","55576481","59343693","62458800","61170229","60720073","56717856","55714733","53933592","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","United Arab Emirates","ARE","24946","33578","43008","48919","70586","91488","128968","193834","309373","493278","832267","1428115","1909303","2428071","2972331","3683117","4534143","5519293","7731508","9357735","10671878","10926019","11727401","13775252","16063547","16819024","17942560","19905093","19826224","20081015","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","United Kingdom","GBR","975000","1114000","1260000","1507000","2268000","3940000","5735785","7248355","8841000","14878000","27185000","43452000","46283000","49228000","54256221","59687915","65471665","70077926","73836210","74940937","76481053","76729827","77162298","78329355","78673978","78460684","79250793","78931386","79098617","79472341","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","United States","USA","3508944","5283055","7557148","11032753","16009461","24134421","33785661","44042992","55312293","69209321","86047003","109478031","128500000","141800000","160637000","184819000","203700000","229600000","249300000","261300000","274283000","285118000","297404000","304838000","310698000","355500000","382307000","396000000","400000000","422000000","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Uruguay","URY","0","0","0","1712","4969","6825","39904","78601","99235","151341","319131","410787","519991","513528","497530","599768","1154923","2330011","3004323","3507816","4111560","4437158","4757425","4995459","5267947","5497094","5165474","5116736","5097569","5170624","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Uzbekistan","UZB","0","0","0","0","500","902","3731","9510","17232","26826","40389","53128","128012","186900","320815","544100","720000","2530365","5691458","12375274","16417914","20952000","25441789","20274090","21500000","21639200","21783300","23265389","24265460","23226156","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Vanuatu","VUT","0","0","0","0","0","64","121","154","207","220","300","365","350","4900","7800","10504","12692","15000","26000","36000","131682","169935","136956","146084","127244","156051","174818","218603","228016","251428","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Venezuela, RB","VEN","3685","7422","16600","78560","182600","319000","403800","581700","1071900","2009757","3784735","5447172","6472584","6541894","7015121","8420980","12495721","18789466","23820133","27414377","28123570","27880132","28781999","30569073","30896079","30528022","29093517","27600893","24493687","20731169","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Vietnam","VNM","0","0","0","800","4060","12500","23500","68910","160457","222700","328671","788559","1251195","1902388","2742000","4960000","9593200","18892480","45024048","74872310","98223980","111570201","127318045","131673724","123735557","136148124","120324052","120600235","120016181","140639140","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Virgin Islands (U.S.)","VIR","0","0","NA","NA","NA","NA","NA","NA","16000","25000","30000","35000","41000","45150","49300","64200","80300","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","West Bank and Gaza","PSE","NA","0","NA","0","0","0","NA","NA","NA","NA","NA","7076","175941","251602","264091","436628","567584","821800","1021481","1314406","1800000","2603582","2884964","3134700","3190233","3197550","3531000","3713190","3996206","4375502","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Yemen, Rep.","YEM","0","0","0","1550","5170","8191","8250","8810","12245","16146","27677","32042","147837","486667","675162","1476000","2277559","2977781","4349000","6445000","8313000","11085000","11668000","13900000","16844700","17100000","15021953","16433055","15357868","15297789","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Zambia","ZMB","0","0","0","0","0","0","1547","2721","4550","8260","28190","98853","121200","139092","241000","464354","949559","1663328","2639026","3539003","4406682","5446991","8164553","10524676","10395801","10114867","11557725","12017034","13438539","15470270","NA"
Mobile cellular subscriptions,"IT.CEL.SETS","Zimbabwe","ZWE","0","0","0","0","0","0","0","0","5734","19000","174000","266441","314002","338779","363651","425745","647110","849146","1225654","1654721","3991000","7700000","9200000","12613935","13633167","11798652","12757410","12878926","14092104","12908992","NA"
,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Data from database: World Development Indicators,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Last Updated: 04/09/2020,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
